AwayTeam,HomeTeam,AwayOffense,AwayDefense,AwayDiscapline,AwayTeamScore,AwayCenScore,AwayDefScore,AwayGScore,AwayWingScore,AwayPlayerScore,AwaySchedScore,AwayFloStrength,Awaylast3games,Awaylast5games,Awaylast7games,Awaylast10games,AwayPlayedYest,HomeOffense,HomeDefense,HomeDiscapline,HomeTeamScore,HomeCenScore,HomeDefScore,HomeGScore,HomeWingScore,HomePlayerScore,HomeSchedScore,HomeFloStrength,Homelast3games,Homelast5games,Homelast7games,Homelast10games,HomePlayedYest,gameID,ASpread,SpreadAwayOdd,HSpread,SpreadHomeOdd,OU,BookWin,BookSpread,predPD,FloWin,predOU,FloSpr,FloOU,SprWinnings,OUWinnings,AwayBookOdds,HomeBookOdds,WLWinnings,AScore,HScore,WTeam,TotGl,PD,MLCorr,ActSpr,ActOU,OUCorr,SprCorr,MLNet,SprNet,OUNet
SEA,LAK,-0.687,0.396,-0.015,0.476,-0.594,0.007,0.167,-0.159,0.372,0.337,0.425,0.584,0.623,0.552,0.419,0,1.392,2.141,-0.769,0.767,0.281,0.465,1.444,0.425,0.809,0.814,0.833,0.478,0.35,0.469,0.588,1,SEALAK20231220,1.5,-172,-1.5,143,6,LAK,1.5,-4.48,LAK,4.167999999999999,-1.5,Under,1.43,0.91,133,-153,0.65,2,1,SEA,3,1,0,1.5,Under,1,0,-1,0.91,-1
VEG,TBL,0.935,1.004,-1.404,0.627,0.327,0.254,0.133,0.281,0.59,0.698,0.667,0.42,0.465,0.663,0.75,0,0.384,-0.582,-1.429,0.456,0.239,-0.133,-0.424,0.519,0.479,0.451,0.465,0.769,0.634,0.563,0.441,0,VEGTBL20231221,1.5,-256,-1.5,208,6.5,TBL,1.5,1.6199999999999992,VEG,6.897,1.5,Over,0.39,0.91,198,-218,1.98,4,5,TBL,9,1,0,1.5,Over,1,1,-1,0.91,0.39
STL,FLA,-0.455,-0.705,1.772,0.443,0.116,-0.14,-0.103,-0.045,0.427,0.341,0.366,0.407,0.269,0.141,0.195,0,0.575,1.597,0.185,0.677,0.258,0.018,0.582,-0.653,0.48,0.573,0.628,0.499,0.419,0.512,0.527,0,STLFLA20231221,1.5,-141,-1.5,119,6.5,FLA,1.5,-3.02,FLA,5.228,-1.5,Under,1.19,0.91,109,-129,0.78,4,1,STL,5,3,0,1.5,Under,1,0,-1,0.91,-1
NSH,PHI,-0.152,-0.048,0.09,0.486,0.311,0.099,0.182,-0.244,0.499,0.507,0.502,0.541,0.572,0.56,0.566,0,0.106,1.262,0.48,0.619,0.062,0.07,-0.174,-0.164,0.422,0.628,0.601,0.631,0.656,0.726,0.651,0,NSHPHI20231221,1.5,-256,-1.5,207,5.5,PHI,1.5,-1.3900000000000006,PHI,4.74,1.5,Under,0.39,0.91,197,-217,0.46,4,2,NSH,6,2,0,1.5,Over,0,1,-1,-1,0.39
CAR,PIT,1.186,1.148,-0.832,0.67,0.046,0.532,-1.574,0.002,0.313,0.51,0.573,0.575,0.666,0.596,0.557,0,0.234,0.24,0.482,0.548,0.204,-0.133,0.812,-0.631,0.486,0.47,0.495,0.303,0.357,0.3,0.337,0,CARPIT20231221,-1.5,187,1.5,-229,6,CAR,1.5,0.379999999999999,CAR,6.032,1.5,Over,0.44,0.91,-177,157,0.56,1,2,PIT,3,1,0,1.5,Under,0,1,-1,-1,0.44
WSH,CBJ,-1.803,0.415,1.04,0.41,-0.035,-0.633,0.503,-0.208,0.399,0.397,0.386,0.51,0.502,0.591,0.393,1,-0.19,-1.63,-0.075,0.353,-0.322,0.195,0.027,0.251,0.472,0.354,0.365,0.627,0.595,0.439,0.402,0,WSHCBJ20231221,-1.5,201,1.5,-247,6,WSH,1.5,-0.1899999999999995,CBJ,5.2219999999999995,1.5,Under,0.4,0.91,-191,171,1.71,3,2,WSH,5,1,0,1.5,Under,1,1,-1,0.91,0.4
EDM,NJD,1.329,0.024,-1.014,0.588,0.319,0.17,-1.065,0.204,0.399,0.512,0.542,0.147,0.384,0.599,0.762,0,0.684,-0.229,-0.633,0.524,0.377,-0.003,-0.802,0.277,0.43,0.414,0.463,0.342,0.33,0.431,0.382,0,EDMNJD20231221,1.5,-248,-1.5,198,7,NJD,1.5,0.3899999999999997,EDM,8.218,1.5,Over,0.4,0.91,188,-208,1.88,6,3,EDM,9,3,1,1.5,Over,1,1,1.88,0.91,0.4
VAN,DAL,0.447,1.146,0.1,0.629,0.817,0.455,1.128,0.64,0.875,0.813,0.809,0.614,0.813,0.852,0.749,0,0.303,-0.238,-1.289,0.48,0.064,0.285,0.217,0.81,0.643,0.629,0.551,0.547,0.493,0.497,0.523,0,VANDAL20231221,1.5,-198,-1.5,164,6.5,DAL,1.5,2.179999999999999,VAN,5.842,1.5,Under,0.51,0.91,154,-174,1.54,3,4,DAL,7,1,0,1.5,Over,0,1,-1,-1,0.51
MTL,MIN,-0.99,-1.183,1.193,0.35,-0.263,0.286,0.273,-0.463,0.428,0.364,0.357,0.592,0.545,0.537,0.486,0,-0.241,-0.213,1.086,0.485,-0.061,0.307,-0.128,0.076,0.478,0.478,0.509,0.569,0.65,0.567,0.768,0,MTLMIN20231221,1.5,-152,-1.5,127,6,MIN,1.5,-1.92,MIN,6.165,-1.5,Over,1.27,0.91,117,-137,0.73,3,4,MIN,7,1,1,1.5,Over,1,0,0.73,0.91,-1
OTT,COL,0.8,-0.419,0.528,0.541,0.255,0.331,-0.965,0.353,0.447,0.518,0.487,0.315,0.226,0.342,0.454,0,1.065,0.508,-0.828,0.609,0.812,0.316,-0.208,0.261,0.615,0.614,0.619,0.36,0.527,0.427,0.398,0,OTTCOL20231221,1.5,-173,-1.5,144,6.5,COL,1.5,-1.7199999999999998,COL,7.775999999999999,-1.5,Over,1.44,0.91,134,-154,0.65,4,6,COL,10,2,1,-1.5,Over,1,1,0.65,0.91,1.44
CGY,ANA,0.019,-0.032,0.777,0.514,0.023,0.463,-0.467,-0.387,0.4,0.402,0.469,0.66,0.55,0.527,0.463,0,-1.007,-0.785,-0.235,0.352,-0.076,-0.334,-0.842,-0.458,0.213,0.368,0.264,0.58,0.461,0.408,0.395,0,CGYANA20231221,-1.5,149,1.5,-179,6,CGY,1.5,1.649999999999999,CGY,5.829000000000001,-1.5,Under,1.49,0.91,-139,119,0.72,3,0,CGY,3,3,1,-1.5,Under,1,1,0.72,0.91,1.49
ARI,SJS,-0.99,0.131,-0.768,0.416,-0.028,-0.254,0.614,0.703,0.595,0.561,0.473,0.642,0.428,0.328,0.551,0,-2.803,-2.524,1.107,0.096,0.18,-1.045,-0.274,-0.471,0.227,0.061,0.045,0.26,0.333,0.401,0.408,0,ARISJS20231221,-1.5,158,1.5,-189,6,ARI,1.5,3.879999999999999,ARI,4.6,-1.5,Under,1.58,0.91,-148,128,0.68,5,2,ARI,7,3,1,-1.5,Over,0,1,0.68,-1,1.58
PHI,DET,0.029,1.21,0.397,0.607,0.065,0.027,0.49,-0.196,0.486,0.61,0.605,0.499,0.491,0.686,0.674,1,0.338,-0.421,-0.305,0.487,0.135,0.438,0.061,0.436,0.578,0.564,0.485,0.316,0.397,0.203,0.273,0,PHIDET20231222,1.5,-226,-1.5,184,6,DET,1.5,0.7999999999999998,PHI,5.578,1.5,Under,0.44,0.91,174,-194,1.74,6,7,DET,13,1,0,1.5,Over,0,1,-1,-1,0.44
EDM,NYR,1.447,0.089,-0.954,0.604,0.427,0.185,-1.056,0.157,0.395,0.534,0.554,0.409,0.378,0.514,0.768,1,0.395,0.781,-1.568,0.563,-0.073,0.462,0.695,0.473,0.644,0.674,0.628,0.801,0.749,0.476,0.528,0,EDMNYR20231222,1.5,-224,-1.5,182,6.5,NYR,1.5,-1.1399999999999997,NYR,6.9719999999999995,1.5,Over,0.45,0.91,172,-192,0.52,4,3,EDM,7,1,0,1.5,Over,1,1,-1,0.91,0.45
BOS,WPG,0.29,0.402,-1.486,0.526,-0.276,0.001,1.257,1.12,0.717,0.602,0.597,0.45,0.485,0.47,0.414,0,0.462,1.182,1.312,0.658,0.041,0.414,0.773,0.225,0.63,0.746,0.747,0.785,0.806,0.903,0.842,0,BOSWPG20231222,-1.5,202,1.5,-252,5.5,BOS,1.5,-1.9000000000000004,WPG,5.168,1.5,Under,0.4,0.91,-192,172,1.72,1,5,WPG,6,4,1,1.5,Over,0,1,1.72,-1,0.4
MTL,CHI,-1.023,-1.132,1.285,0.353,-0.327,0.254,0.189,-0.456,0.388,0.357,0.335,0.581,0.496,0.471,0.425,1,-2.112,-1.156,2.116,0.281,0.116,-0.806,-0.499,-0.6,0.192,0.163,0.143,0.24,0.144,0.25,0.154,0,MTLCHI20231222,1.5,-259,-1.5,207,6,CHI,1.5,1.5200000000000002,MTL,5.153,1.5,Under,0.39,0.91,197,-217,1.97,5,2,MTL,7,3,1,1.5,Over,0,1,1.97,-1,0.39
DAL,NSH,0.366,-0.124,-1.299,0.493,0.088,0.318,0.068,0.768,0.602,0.637,0.56,0.553,0.657,0.565,0.573,0,-0.144,0.034,0.115,0.493,0.333,0.061,0.281,-0.236,0.492,0.528,0.513,0.585,0.633,0.536,0.637,0,DALNSH20231223,-1.5,183,1.5,-225,6,DAL,1.5,0.07000000000000028,DAL,6.311999999999999,1.5,Over,0.44,0.91,-173,153,0.58,3,2,DAL,5,1,1,1.5,Under,0,1,0.58,-1,0.44
VEG,FLA,0.957,0.878,-1.238,0.622,0.369,0.264,1.977,0.222,0.818,0.687,0.735,0.51,0.445,0.599,0.66,0,0.489,1.587,0.194,0.67,0.121,-0.013,0.569,-0.703,0.429,0.543,0.585,0.485,0.27,0.404,0.477,0,VEGFLA20231223,1.5,-212,-1.5,178,6.5,FLA,1.5,1.0999999999999996,VEG,4.981,1.5,Under,0.47,0.91,168,-188,1.68,2,4,FLA,6,2,0,-1.5,Under,1,0,-1,0.91,-1
PIT,OTT,0.056,0.406,0.56,0.548,0.179,-0.191,0.942,-0.658,0.47,0.481,0.498,0.288,0.44,0.337,0.368,0,0.939,-0.584,0.858,0.546,0.332,0.388,-1.005,0.299,0.435,0.499,0.484,0.265,0.253,0.313,0.468,0,PITOTT20231223,1.5,-259,-1.5,208,6.5,OTT,1.5,-0.2599999999999998,OTT,7.173,1.5,Over,0.39,0.91,198,-218,0.46,4,5,OTT,9,1,1,1.5,Over,1,1,0.46,0.91,0.39
TBL,WSH,0.483,-0.616,-1.513,0.459,0.266,-0.103,-0.432,0.571,0.474,0.466,0.472,0.686,0.659,0.563,0.516,0,-1.757,0.433,0.765,0.409,-0.088,-0.63,0.632,-0.153,0.4,0.407,0.394,0.636,0.503,0.667,0.384,0,TBLWSH20231223,-1.5,169,1.5,-204,6.5,TBL,1.5,0.379999999999999,TBL,4.909,1.5,Under,0.49,0.91,-159,139,0.63,2,1,TBL,3,1,1,1.5,Under,1,1,0.63,0.91,0.49
TOR,CBJ,1.205,-0.895,-0.628,0.512,0.92,0.247,-1.328,0.323,0.455,0.576,0.517,0.444,0.562,0.641,0.623,0,-0.212,-1.582,0.181,0.36,-0.335,0.155,0.072,0.231,0.449,0.348,0.358,0.533,0.493,0.426,0.425,0,TORCBJ20231223,-1.5,101,1.5,-121,7,TOR,1.5,1.1899999999999995,TOR,9.47,1.5,Over,0.83,0.91,-91,71,1.1,4,1,TOR,5,3,1,-1.5,Under,0,0,1.1,-1,-1
NYI,CAR,-0.242,-1.291,0.269,0.383,0.524,0.95,0.904,0.022,0.759,0.449,0.508,0.442,0.454,0.531,0.569,0,0.982,1.278,-0.895,0.663,0.005,0.473,-1.402,-0.03,0.303,0.506,0.554,0.58,0.551,0.624,0.457,0,NYICAR20231223,1.5,-163,-1.5,136,6,CAR,1.5,-0.8600000000000012,CAR,6.753,1.5,Over,0.61,0.91,126,-146,0.68,5,4,NYI,9,1,0,1.5,Over,1,1,-1,0.91,0.61
BUF,NYR,-0.327,-0.125,0.775,0.479,-0.224,-0.04,-0.895,0.402,0.33,0.411,0.407,0.382,0.442,0.481,0.45,0,0.383,0.76,-1.695,0.557,-0.074,0.384,0.612,0.474,0.623,0.659,0.607,0.658,0.565,0.559,0.478,1,BUFNYR20231223,1.5,-165,-1.5,139,6.5,NYR,1.5,-2.400000000000001,NYR,5.421,-1.5,Under,1.39,0.91,129,-149,0.67,3,4,NYR,7,1,1,1.5,Over,0,0,0.67,-1,-1
CHI,STL,-2.174,-1.174,2.07,0.274,0.154,-0.802,-0.548,-0.638,0.183,0.144,0.127,0.344,0.137,0.127,0.119,1,-0.469,-0.622,1.821,0.449,0.161,-0.121,0.137,-0.014,0.455,0.384,0.405,0.483,0.494,0.294,0.225,0,CHISTL20231223,1.5,-114,-1.5,-105,6,STL,1.5,-3.1800000000000006,STL,5.153,-1.5,Under,0.95,0.91,-115,95,0.95,5,7,STL,12,2,1,-1.5,Over,0,1,0.95,-1,0.95
SEA,ANA,-0.763,0.424,-0.032,0.472,-0.615,-0.079,0.553,-0.183,0.388,0.352,0.442,0.504,0.766,0.637,0.472,0,-1.192,-0.84,-0.152,0.334,-0.066,-0.399,-0.012,-0.507,0.299,0.345,0.274,0.607,0.425,0.344,0.349,0,SEAANA20231223,-1.5,168,1.5,-204,6,SEA,1.5,1.2799999999999994,SEA,4.460999999999999,1.5,Under,0.49,0.91,-158,138,0.63,3,2,SEA,5,1,1,1.5,Under,1,1,0.63,0.91,0.49
ARI,COL,-0.9,0.203,-0.871,0.427,0.045,0.009,0.714,0.68,0.63,0.567,0.504,0.673,0.563,0.41,0.541,0,1.186,0.366,-1.156,0.601,0.975,0.725,-0.141,0.274,0.682,0.632,0.656,0.574,0.585,0.545,0.476,0,ARICOL20231223,1.5,-132,-1.5,111,6.5,COL,1.5,-1.9200000000000008,COL,5.717,-1.5,Under,1.11,0.91,101,-121,0.83,1,4,COL,5,3,1,-1.5,Under,1,1,0.83,0.91,1.11
SJS,VAN,-2.797,-2.523,1.219,0.099,0.111,-1.032,-0.345,-0.334,0.215,0.037,0.03,0.121,0.264,0.275,0.381,0,0.33,1.061,0.095,0.613,0.809,0.427,1.129,0.625,0.84,0.801,0.779,0.621,0.71,0.827,0.79,0,SJSVAN20231223,1.5,101,-1.5,-121,6.5,VAN,-1.5,-7.89,VAN,4.995,-1.5,Under,0.83,0.91,-131,111,1.11,4,7,VAN,11,3,1,-1.5,Over,0,1,1.11,-1,0.83
CGY,LAK,0.092,0.17,0.671,0.534,0.008,0.461,-0.271,-0.38,0.408,0.423,0.497,0.812,0.646,0.56,0.477,0,1.314,2.178,-0.776,0.764,0.246,0.392,1.539,0.337,0.775,0.799,0.809,0.525,0.377,0.431,0.508,0,CGYLAK20231223,1.5,-189,-1.5,156,6,LAK,1.5,-3.5200000000000005,LAK,5.058,-1.5,Under,1.56,0.91,146,-166,0.6,3,5,LAK,8,2,1,-1.5,Over,0,1,0.6,-1,1.56
OTT,TOR,0.968,-0.648,0.91,0.544,0.357,0.467,-1.004,0.33,0.455,0.509,0.493,0.419,0.346,0.255,0.454,1,1.209,-0.752,-0.818,0.52,0.995,0.264,-1.052,0.261,0.499,0.591,0.53,0.163,0.49,0.57,0.647,1,OTTTOR20231227,1.5,-162,-1.5,135,7,TOR,1.5,-0.77000000000000135,TOR,9.577,1.5,Over,0.62,0.91,125,-145,0.69,4,2,OTT,6,2,0,1.5,Under,0,1,-1,-1,0.62
FLA,TBL,0.604,1.636,-0.039,0.678,0.148,0.052,0.605,-0.701,0.448,0.561,0.604,0.368,0.475,0.416,0.471,1,0.293,-0.54,-1.533,0.45,0.254,-0.114,-0.255,0.506,0.488,0.476,0.497,0.833,0.772,0.681,0.702,1,FLATBL20231227,-1.5,193,1.5,-241,6.5,FLA,1.5,0.6699999999999999,FLA,5.801,1.5,Under,0.41,0.91,-183,163,0.55,3,2,FLA,5,1,1,1.5,Under,1,1,0.55,0.91,0.41
BOS,BUF,-0.026,0.265,-1.331,0.492,-0.322,-0.099,1.16,1.009,0.677,0.562,0.541,0.271,0.354,0.389,0.411,1,-0.342,-0.176,0.692,0.472,-0.203,-0.082,-0.909,0.355,0.317,0.408,0.403,0.447,0.511,0.485,0.454,1,BOSBUF20231227,-1.5,161,1.5,-195,6,BOS,1.5,0.9799999999999995,BOS,5.543000000000001,1.5,Under,0.51,0.91,-151,131,0.66,4,1,BOS,5,3,1,-1.5,Under,1,0,0.66,0.91,-1
PIT,NYI,0.129,0.343,0.444,0.547,0.158,-0.153,0.794,-0.608,0.46,0.475,0.494,0.569,0.359,0.385,0.314,1,-0.164,-1.373,0.562,0.388,0.576,0.845,0.895,0.04,0.761,0.463,0.517,0.627,0.474,0.515,0.57,1,PITNYI20231227,1.5,-244,-1.5,197,6,NYI,1.5,-0.6300000000000008,NYI,6.995,1.5,Over,0.41,0.91,187,-207,0.48,7,0,PIT,7,7,0,1.5,Over,1,1,-1,0.91,0.41
DAL,STL,0.366,-0,-1.152,0.506,0.06,0.297,0.091,0.76,0.602,0.637,0.558,0.655,0.604,0.551,0.447,1,-0.212,-0.609,1.723,0.469,0.241,-0.032,-0.019,0.015,0.462,0.394,0.443,0.481,0.593,0.437,0.331,1,DALSTL20231227,-1.5,145,1.5,-173,6.5,DAL,1.5,0.75,DAL,6.763,1.5,Over,0.58,0.91,-135,115,0.74,1,2,STL,3,1,0,1.5,Under,0,1,-1,-1,0.58
CAR,NSH,1.075,1.173,-1.136,0.657,-0.013,0.461,-1.549,0.02,0.283,0.494,0.536,0.575,0.483,0.588,0.445,1,-0.263,0.021,-0.008,0.48,0.319,0.008,0.466,-0.235,0.511,0.52,0.506,0.458,0.572,0.603,0.594,1,CARNSH20231227,-1.5,181,1.5,-221,6,CAR,1.5,-0.10000000000000053,NSH,5.618,1.5,Under,0.45,0.91,-171,151,1.51,5,2,CAR,7,3,0,-1.5,Over,0,0,-1,-1,-1
DET,MIN,0.398,-0.625,-0.188,0.478,0.086,0.553,-0.273,0.763,0.591,0.559,0.494,0.414,0.383,0.426,0.244,1,-0.239,-0.016,0.934,0.498,-0.051,0.171,-0.11,0.057,0.443,0.495,0.506,0.634,0.6,0.677,0.669,1,DETMIN20231227,1.5,-203,-1.5,168,6.5,MIN,1.5,-0.52000000000000135,MIN,6.8,1.5,Over,0.49,0.91,158,-178,0.56,3,6,MIN,9,3,1,-1.5,Over,1,0,0.56,0.91,-1
WPG,CHI,0.546,1.317,1.103,0.671,0.04,0.44,0.909,0.338,0.674,0.767,0.78,0.774,0.98,0.879,0.934,0,-2.122,-1.38,2.197,0.264,0.317,-0.734,-0.62,-0.57,0.21,0.139,0.133,0.269,0.13,0.062,0.155,1,WPGCHI20231227,-1.5,112,1.5,-133,6,WPG,1.5,6.07,WPG,4.487,-1.5,Under,1.12,0.91,-102,82,0.98,1,2,CHI,3,1,0,1.5,Under,1,0,-1,0.91,-1
COL,ARI,1.16,0.483,-1.074,0.61,0.928,0.771,-0.037,0.196,0.692,0.647,0.677,0.658,0.547,0.658,0.567,1,-1.02,0.192,-0.975,0.414,0.018,-0.283,0.629,0.61,0.569,0.547,0.459,0.468,0.55,0.403,0.43,1,COLARI20231227,-1.5,147,1.5,-175,6.5,COL,1.5,1.7800000000000002,COL,5.465000000000001,-1.5,Under,1.47,0.91,-137,117,0.73,4,5,ARI,9,1,0,1.5,Over,0,0,-1,-1,-1
VEG,ANA,0.839,0.736,-0.899,0.608,0.316,0.216,1.54,-0.078,0.711,0.674,0.659,0.28,0.366,0.414,0.579,1,-1.202,-0.753,-0.161,0.34,-0.143,-0.707,-0.048,-0.514,0.237,0.342,0.257,0.353,0.429,0.367,0.36,1,VEGANA20231227,-1.5,111,1.5,-132,6,VEG,1.5,3.619999999999999,VEG,5.654000000000001,-1.5,Under,1.11,0.91,-101,81,0.99,2,5,ANA,7,3,0,1.5,Over,0,0,-1,-1,-1
SJS,LAK,-2.732,-2.577,1.321,0.102,0.077,-0.975,-0.513,-0.294,0.197,0.035,0.017,0.144,0.14,0.208,0.266,1,1.402,2.104,-0.674,0.767,0.298,0.506,1.504,0.354,0.804,0.807,0.828,0.581,0.523,0.41,0.588,1,SJSLAK20231227,1.5,119,-1.5,-141,6,LAK,-1.5,-8.51,LAK,5.143,-1.5,Under,0.71,0.91,-151,131,1.31,1,5,LAK,6,4,1,-1.5,Under,1,1,1.31,0.91,0.71
MTL,CAR,-0.928,-0.974,1.304,0.374,-0.261,0.122,0.235,-0.436,0.384,0.376,0.37,0.589,0.597,0.566,0.527,0,1.08,1.11,-1.27,0.65,0.034,0.471,-1.346,0.02,0.314,0.515,0.558,0.534,0.618,0.581,0.603,1,MTLCAR20231228,1.5,-113,-1.5,-106,6.5,CAR,1.5,-2.28,CAR,6.016,-1.5,Under,0.94,0.91,-116,96,0.96,3,5,CAR,8,2,1,-1.5,Over,0,1,0.96,-1,0.94
PHI,VAN,0.261,0.979,0.347,0.606,0.134,0.095,0.351,-0.16,0.495,0.6,0.594,0.405,0.492,0.558,0.663,0,0.446,0.998,-0.007,0.615,0.794,0.484,1.041,0.658,0.868,0.799,0.777,0.612,0.578,0.775,0.797,0,PHIVAN20231228,1.5,-176,-1.5,147,6,VAN,1.5,-2.2300000000000013,VAN,4.7299999999999995,-1.5,Under,1.47,0.91,137,-157,0.64,4,1,PHI,5,3,0,1.5,Under,1,0,-1,0.91,-1
LAK,VEG,1.518,2.142,-0.645,0.78,0.28,0.561,1.503,0.408,0.835,0.81,0.848,0.581,0.623,0.464,0.519,1,0.774,0.64,-0.906,0.595,0.287,0.178,0.708,-0.066,0.595,0.642,0.592,0.216,0.321,0.3,0.51,1,LAKVEG20231228,1.5,-264,-1.5,213,6,VEG,1.5,2.16,LAK,5.51,1.5,Under,0.38,0.91,203,-223,2.03,2,3,VEG,5,1,0,1.5,Under,1,1,-1,0.91,0.38
NSH,DET,-0.237,-0.035,0.179,0.482,0.312,-0.023,0.217,-0.251,0.466,0.506,0.478,0.469,0.454,0.54,0.534,0,0.369,-0.706,-0.28,0.467,0.11,0.472,0.217,0.789,0.66,0.539,0.497,0.376,0.292,0.31,0.208,0,NSHDET20231229,1.5,-257,-1.5,207,6.5,DET,1.5,-0.5900000000000007,DET,6.872999999999999,1.5,Over,0.39,0.91,197,-217,0.46,4,5,DET,9,1,1,1.5,Over,1,1,0.46,0.91,0.39
NYR,FLA,0.522,0.817,-1.611,0.575,-0.035,0.42,0.71,0.487,0.659,0.688,0.651,0.651,0.765,0.682,0.561,0,0.586,1.593,-0.041,0.674,0.178,0.045,0.654,-0.798,0.44,0.568,0.607,0.499,0.61,0.394,0.522,0,NYRFLA20231229,1.5,-204,-1.5,169,6,FLA,1.5,0.03999999999999915,NYR,4.698,1.5,Under,0.49,0.91,159,-179,1.59,3,4,FLA,7,1,0,1.5,Over,0,1,-1,-1,0.49
WSH,NYI,-1.799,0.465,0.85,0.41,-0.16,-0.723,0.564,-0.187,0.355,0.373,0.363,0.326,0.439,0.386,0.497,0,-0.339,-1.506,0.508,0.363,0.803,0.618,0.483,0.053,0.714,0.415,0.449,0.236,0.295,0.344,0.477,0,WSHNYI20231229,1.5,-198,-1.5,164,5.5,NYI,1.5,-1.2600000000000002,NYI,4.903,1.5,Under,0.51,0.91,154,-174,0.57,1,5,NYI,6,4,1,-1.5,Over,0,0,0.57,-1,-1
COL,STL,1.114,0.391,-1.199,0.596,1.451,0.763,-0.166,0.212,0.758,0.638,0.685,0.657,0.601,0.614,0.526,0,-0.241,-0.571,1.661,0.468,0.201,-0.025,0.179,-0.002,0.48,0.402,0.459,0.771,0.558,0.553,0.317,0,COLSTL20231229,-1.5,146,1.5,-176,6.5,COL,1.5,1.8600000000000003,COL,7.053,-1.5,Over,1.46,0.91,-136,116,0.74,2,1,COL,3,1,1,1.5,Under,0,0,0.74,-1,-1
CHI,DAL,-2.083,-1.297,2.052,0.271,0.231,-0.544,-0.446,-0.593,0.232,0.155,0.166,0.29,0.354,0.165,0.196,0,0.336,0.039,-1.136,0.507,0.021,0.243,0.239,0.713,0.606,0.627,0.564,0.546,0.535,0.638,0.518,0,CHIDAL20231229,1.5,118,-1.5,-141,6,DAL,-1.5,-4.379999999999999,DAL,5.511,-1.5,Under,0.71,0.91,-151,131,1.31,4,5,DAL,9,1,1,1.5,Over,0,0,1.31,-1,-1
ARI,ANA,-0.895,0.17,-0.747,0.427,0.022,-0.217,0.527,0.687,0.577,0.555,0.473,0.465,0.581,0.529,0.335,0,-1.068,-0.693,-0.11,0.357,-0.101,-0.646,0.03,-0.371,0.27,0.373,0.307,0.48,0.666,0.509,0.411,0,ARIANA20231229,-1.5,183,1.5,-223,6.5,ARI,1.5,1.2599999999999993,ARI,4.5600000000000005,1.5,Under,0.45,0.91,-173,153,0.58,2,0,ARI,2,2,1,-1.5,Under,1,0,0.58,0.91,-1
PHI,SEA,0.248,1.054,0.235,0.609,-0.255,0.131,0.817,-0.114,0.513,0.627,0.615,0.518,0.587,0.568,0.72,1,-0.866,0.444,0.021,0.467,-0.272,-0.05,0.697,-0.195,0.455,0.371,0.478,0.644,0.565,0.787,0.624,0,PHISEA20231229,1.5,-223,-1.5,182,6,SEA,1.5,0.9700000000000006,PHI,3.8840000000000003,1.5,Under,0.45,0.91,172,-192,1.72,1,2,SEA,3,1,0,1.5,Under,1,1,-1,0.91,0.45
MIN,WPG,-0.107,-0.01,0.996,0.511,-0.025,-0.109,-0.09,0.202,0.435,0.521,0.518,0.685,0.672,0.698,0.669,0,0.497,1.322,1.079,0.667,0.161,0.386,0.937,0.269,0.679,0.754,0.761,0.721,0.813,0.826,0.892,0,MINWPG20231230,1.5,-221,-1.5,181,6,WPG,1.5,-2.830000000000001,WPG,5.077999999999999,-1.5,Under,1.81,0.91,171,-191,0.52,2,4,WPG,6,2,1,-1.5,Under,1,1,0.52,0.91,1.81
CBJ,BUF,-0.266,-1.619,0.418,0.358,-0.27,0.16,-0.024,0.274,0.458,0.339,0.36,0.357,0.537,0.478,0.366,1,-0.426,-0.193,0.998,0.47,-0.32,-0.08,-0.934,0.285,0.294,0.389,0.378,0.588,0.295,0.342,0.426,0,CBJBUF20231230,1.5,-141,-1.5,119,6.5,BUF,1.5,-0.5800000000000005,BUF,7.119999999999999,1.5,Over,0.71,0.91,109,-129,0.78,2,3,BUF,5,1,1,1.5,Under,0,1,0.78,-1,0.71
NJD,BOS,0.719,-0.152,-0.908,0.527,0.604,-0.022,-0.791,0.242,0.443,0.458,0.504,0.747,0.608,0.501,0.504,1,-0.006,0.354,-1.618,0.496,-0.278,-0.277,1.246,0.999,0.67,0.586,0.553,0.446,0.421,0.43,0.448,0,NJDBOS20231230,1.5,-191,-1.5,158,6,BOS,1.5,-0.8900000000000006,BOS,6.511,1.5,Over,0.52,0.91,148,-168,0.6,2,5,BOS,7,3,1,-1.5,Over,1,0,0.6,0.91,-1
CAR,TOR,1.134,1.15,-1.246,0.658,-0.011,0.516,-1.359,0.107,0.336,0.527,0.582,0.624,0.713,0.607,0.658,0,1.209,-0.777,-0.773,0.519,0.956,0.17,-1.39,0.284,0.441,0.565,0.488,0.437,0.171,0.421,0.588,1,CARTOR20231230,-1.5,202,1.5,-248,6.5,CAR,1.5,0.5399999999999991,CAR,7.969999999999999,1.5,Over,0.4,0.91,-192,172,0.52,3,2,CAR,5,1,1,1.5,Under,0,1,0.52,-1,0.4
NYR,TBL,0.516,0.736,-1.472,0.571,-0.047,0.463,0.641,0.496,0.651,0.677,0.651,0.638,0.711,0.773,0.625,1,0.24,-0.534,-1.422,0.448,0.218,-0.076,-0.212,0.472,0.494,0.472,0.48,0.542,0.653,0.657,0.601,0,NYRTBL20231230,1.5,-261,-1.5,210,6,TBL,1.5,1.3099999999999996,NYR,6.554,1.5,Over,0.38,0.91,200,-220,2,5,1,NYR,6,4,1,1.5,Under,0,1,2,-1,0.38
