AwayTeam,HomeTeam,AwayOffense,AwayDefense,AwayDiscapline,AwayTeamScore,AwayCenScore,AwayDefScore,AwayGScore,AwayWingScore,AwayPlayerScore,AwaySchedScore,AwayFloStrength,Awaylast3games,Awaylast5games,Awaylast7games,Awaylast10games,AwayPlayedYest,HomeOffense,HomeDefense,HomeDiscapline,HomeTeamScore,HomeCenScore,HomeDefScore,HomeGScore,HomeWingScore,HomePlayerScore,HomeSchedScore,HomeFloStrength,Homelast3games,Homelast5games,Homelast7games,Homelast10games,HomePlayedYest,gameID,ASpread,SpreadAwayOdd,HSpread,SpreadHomeOdd,OU,BookWin,BookSpread,predPD,FloWin,predOU,FloSpr,FloOU,SprWinnings,OUWinnings,AwayBookOdds,HomeBookOdds,WLWinnings,AScore,HScore,WTeam,TotGl,PD,MLCorr,ActSpr,ActOU,OUCorr,SprCorr,MLNet,SprNet,OUNet
OTT,NYI,0.616,-0.479,1.192,0.535,0.294,0.438,-1.04,0.09,0.4,0.433,0.466,0.496,0.463,0.393,0.326,0,-0.234,-0.936,1.157,0.43,0.665,0.656,0.564,-0.044,0.672,0.415,0.507,0.404,0.503,0.597,0.51,0,OTTNYI20240316,1.5,-172,-1.5,143,6,NYI,1.5,-0.8100000000000005,NYI,7.797,1.5,Over,0.58,0.91,133,-153,0.65,4,3,OTT,7,1,0,1.5,Over,1,1,-1,0.91,0.58
NYR,PIT,0.447,0.837,-1.218,0.578,-0.051,0.452,0.837,0.55,0.665,0.653,0.633,0.501,0.555,0.568,0.618,0,0.372,0.272,0.509,0.562,0.002,-0.067,0.331,-0.135,0.446,0.465,0.477,0.405,0.215,0.226,0.228,0,NYRPIT20240316,-1.5,168,1.5,-203,5.5,NYR,1.5,1.1600000000000001,NYR,5.71,1.5,Over,0.49,0.91,-158,138,0.63,7,4,NYR,11,3,1,-1.5,Over,1,0,0.63,0.91,-1
NJD,ARI,0.572,-0.318,-0.094,0.518,0.174,-0.066,-0.804,0.486,0.401,0.439,0.474,0.545,0.57,0.476,0.467,0,-1.008,-0.692,0.026,0.365,0.049,0.092,-0.005,0.262,0.481,0.387,0.374,0.342,0.408,0.379,0.365,0,NJDARI20240316,-1.5,148,1.5,-178,6.5,NJD,1.5,0.5999999999999996,NJD,6.574,1.5,Over,0.56,0.91,-138,118,0.72,1,4,ARI,5,3,0,1.5,Under,0,1,-1,-1,0.56
TBL,FLA,0.26,-0.136,-1.62,0.478,0.311,0.072,-0.835,0.711,0.463,0.562,0.503,0.756,0.686,0.648,0.604,0,1.099,1.707,-1.002,0.704,0.528,0.233,1.302,0.004,0.701,0.746,0.749,0.576,0.591,0.667,0.702,0,TBLFLA20240316,1.5,-172,-1.5,144,6,FLA,1.5,-2.8600000000000003,FLA,5.788,-1.5,Under,1.44,0.91,134,-154,0.65,5,3,TBL,8,2,0,1.5,Over,0,0,-1,-1,-1
PHI,BOS,0.414,0.794,0.106,0.599,0.139,-0.212,-0.453,-0.167,0.338,0.498,0.48,0.189,0.299,0.3,0.359,0,0.132,0.406,-0.895,0.525,-0.074,0.19,1.025,1.578,0.787,0.638,0.63,0.505,0.575,0.54,0.533,0,PHIBOS20240316,1.5,-152,-1.5,127,5.5,BOS,1.5,-1.9000000000000004,BOS,5.346,-1.5,Under,1.27,0.91,117,-137,0.73,5,6,BOS,11,1,1,1.5,Over,0,0,0.73,-1,-1
CAR,TOR,0.994,1.915,-2.248,0.688,0.313,0.603,-0.635,0.211,0.494,0.672,0.678,0.786,0.795,0.743,0.721,0,1.244,0.158,-0.595,0.6,0.756,0.288,-0.275,0.186,0.555,0.622,0.606,0.568,0.524,0.559,0.589,0,CARTOR20240316,-1.5,194,1.5,-243,6,CAR,1.5,0.3200000000000003,CAR,6.165,1.5,Over,0.41,0.91,-184,164,0.54,5,4,CAR,9,1,1,1.5,Over,1,1,0.54,0.91,0.41
SJS,CBJ,-2.499,-2.558,1.229,0.12,-0.314,-0.945,-1.5,-0.431,0.009,0.058,0.011,0.422,0.323,0.316,0.191,0,-0.241,-1.473,1.717,0.397,-0.196,0.189,-0.045,-0.066,0.414,0.328,0.381,0.319,0.403,0.493,0.48,0,SJSCBJ20240316,1.5,-139,-1.5,117,6.5,CBJ,1.5,-4.1,CBJ,7.291,-1.5,Over,1.17,0.91,107,-127,0.79,2,4,CBJ,6,2,1,-1.5,Under,0,1,0.79,-1,1.17
MTL,CGY,-1.115,-1.237,1.069,0.333,-0.09,-0.076,0.244,-0.288,0.401,0.312,0.336,0.51,0.502,0.468,0.447,0,0.264,-0.058,0.259,0.522,0.414,-0.183,-0.231,-0.223,0.4,0.495,0.479,0.404,0.454,0.439,0.572,0,MTLCGY20240316,1.5,-166,-1.5,139,6.5,CGY,1.5,-1.8299999999999996,CGY,6.444,-1.5,Under,1.39,0.91,129,-149,0.67,2,5,CGY,7,3,1,-1.5,Over,0,1,0.67,-1,1.39
MIN,STL,-0.039,-0.054,0.361,0.5,-0.4,-0.025,-0.362,0.996,0.457,0.487,0.496,0.62,0.625,0.563,0.529,0,-0.88,-0.442,0.83,0.411,0.121,-0.099,0.773,0.063,0.542,0.446,0.445,0.589,0.467,0.522,0.404,0,MINSTL20240316,-1.5,194,1.5,-238,5.5,MIN,1.5,0.10999999999999943,MIN,5.577000000000001,1.5,Over,0.42,0.91,-184,164,0.54,2,3,STL,5,1,0,1.5,Under,0,1,-1,-1,0.42
COL,EDM,1.496,0.362,-1.083,0.627,0.646,0.842,-0.054,0.127,0.635,0.672,0.681,0.678,0.771,0.699,0.736,0,1.51,0.829,-1.3,0.661,0.397,0.166,0.511,0.5,0.636,0.678,0.7,0.711,0.631,0.716,0.714,0,COLEDM20240316,1.5,-216,-1.5,177,6.5,EDM,1.5,-0.5899999999999999,EDM,7.8149999999999995,1.5,Over,0.46,0.91,167,-187,0.53,3,2,COL,5,1,0,1.5,Under,0,1,-1,-1,0.46
WSH,VAN,-1.457,-0.086,0.306,0.383,0.015,-0.344,-0.106,-0.035,0.367,0.377,0.371,0.354,0.578,0.556,0.51,0,0.201,0.855,-0.106,0.582,0.662,0.876,-0.511,0.512,0.632,0.712,0.634,0.717,0.7,0.595,0.539,0,WSHVAN20240316,1.5,-130,-1.5,109,6,VAN,1.5,-3.03,VAN,3.9749999999999996,-1.5,Under,1.09,0.91,99,-119,0.84,2,1,WSH,3,1,0,1.5,Under,1,0,-1,0.91,-1
NSH,SEA,0.377,0.103,0.241,0.543,0.44,0.216,0.108,-0.071,0.52,0.561,0.575,0.56,0.572,0.727,0.793,0,-0.913,0.512,0.032,0.469,0.116,-0.228,0.659,-0.145,0.482,0.468,0.471,0.362,0.484,0.508,0.541,0,NSHSEA20240316,-1.5,207,1.5,-254,5.5,NSH,1.5,0.6399999999999997,NSH,4.849,1.5,Under,0.39,0.91,-197,177,0.51,4,1,NSH,5,3,1,-1.5,Under,1,0,0.51,0.91,-1
NYI,NYR,-0.223,-0.957,1.237,0.43,0.663,0.622,0.543,-0.011,0.664,0.412,0.503,0.276,0.442,0.573,0.565,1,0.514,0.794,-1.273,0.579,-0.041,0.502,0.832,0.602,0.674,0.664,0.642,0.533,0.655,0.609,0.599,1,NYINYR20240317,1.5,-195,-1.5,161,5.5,NYR,1.5,-1.79,NYR,6.454,-1.5,Over,1.61,0.91,151,-171,0.58,2,5,NYR,7,3,1,-1.5,Over,1,1,0.58,0.91,1.61
NJD,VEG,0.544,-0.336,-0.005,0.517,0.153,-0.126,-0.743,0.439,0.403,0.425,0.463,0.463,0.514,0.444,0.403,1,0.339,-0.024,-0.191,0.521,0.361,0.377,0.504,0.127,0.608,0.546,0.53,0.476,0.38,0.305,0.354,0,NJDVEG20240317,1.5,-160,-1.5,134,6.5,VEG,1.5,-1.0700000000000012,VEG,7.243000000000001,1.5,Over,0.62,0.91,124,-144,0.69,1,3,VEG,4,2,1,-1.5,Under,0,0,0.69,-1,-1
CAR,OTT,1.033,1.881,-2.379,0.686,0.314,0.596,-0.591,0.203,0.502,0.673,0.681,0.671,0.794,0.778,0.739,1,0.625,-0.486,1.106,0.533,0.298,0.44,-0.961,0.125,0.425,0.438,0.48,0.57,0.508,0.46,0.333,1,CAROTT20240317,-1.5,123,1.5,-146,6.5,CAR,1.5,1.6100000000000003,CAR,6.263,-1.5,Under,1.23,0.91,-113,93,0.88,7,2,CAR,9,5,1,-1.5,Over,0,1,0.88,-1,1.23
DET,PIT,0.016,-0.826,-0.695,0.421,-0.121,0.484,0.179,0.534,0.571,0.541,0.435,0.362,0.262,0.191,0.285,1,0.415,0.197,0.604,0.561,0.01,-0.081,0.219,-0.095,0.444,0.455,0.475,0.401,0.3,0.227,0.186,1,DETPIT20240317,1.5,-207,-1.5,172,6.5,PIT,1.5,-0.8000000000000003,PIT,7.06,1.5,Over,0.48,0.91,162,-182,0.55,3,6,PIT,9,3,1,-1.5,Over,1,0,0.55,0.91,-1
WPG,CBJ,0.145,1.399,0.586,0.635,0.05,0.353,1.578,0.527,0.75,0.682,0.704,0.602,0.555,0.603,0.607,0,-0.264,-1.489,1.679,0.393,-0.187,0.199,0.077,-0.061,0.441,0.333,0.387,0.348,0.443,0.488,0.453,1,WPGCBJ20240317,-1.5,101,1.5,-122,6,WPG,1.5,2.7699999999999987,WPG,5.970999999999999,-1.5,Under,1.01,0.91,-91,71,1.1,6,1,WPG,7,5,1,-1.5,Over,0,1,1.1,-1,1.01
SJS,CHI,-2.447,-2.539,1.229,0.126,-0.333,-0.788,-2.604,-0.429,-0.081,0.054,-0.022,0.304,0.273,0.279,0.197,1,-2.167,-1.356,1.108,0.24,0.079,-0.672,-0.556,-0.587,0.22,0.131,0.184,0.519,0.495,0.368,0.31,0,SJSCHI20240317,1.5,-178,-1.5,148,6,CHI,1.5,-2.46,CHI,5.281000000000001,-1.5,Under,1.48,0.91,138,-158,0.63,2,5,CHI,7,3,1,-1.5,Over,0,1,0.63,-1,1.48
ANA,STL,-1.61,-1.57,1.429,0.274,-0.12,-0.494,-0.578,-0.238,0.259,0.215,0.178,0.054,0.001,0.082,0.166,0,-0.866,-0.386,0.729,0.414,0.135,-0.111,0.803,0.039,0.545,0.451,0.46,0.721,0.533,0.52,0.51,1,ANASTL20240317,1.5,-142,-1.5,120,6,STL,1.5,-3.2200000000000006,STL,5.48,-1.5,Under,1.2,0.91,110,-130,0.77,2,4,STL,6,2,1,-1.5,Under,1,1,0.77,0.91,1.2
WSH,CGY,-1.491,0.001,0.302,0.387,-0.012,-0.373,-0.023,-0.027,0.385,0.385,0.379,0.436,0.454,0.53,0.525,0,0.287,-0.057,0.088,0.52,0.445,-0.181,-0.2,-0.216,0.42,0.503,0.489,0.547,0.429,0.469,0.572,0,WSHCGY20240318,1.5,-214,-1.5,176,6,CGY,1.5,-1.4999999999999996,CGY,4.851999999999999,1.5,Under,0.47,0.91,166,-186,0.54,5,2,WSH,7,3,0,1.5,Over,0,1,-1,-1,0.47
BUF,SEA,-0.063,0.6,0.725,0.557,-0.328,0.328,-0.08,0.285,0.464,0.497,0.534,0.577,0.557,0.508,0.578,0,-0.978,0.505,0.018,0.462,0.084,-0.254,0.657,-0.161,0.479,0.459,0.451,0.328,0.373,0.436,0.438,0,BUFSEA20240318,1.5,-246,-1.5,200,5.5,SEA,1.5,0.4299999999999997,BUF,3.8540000000000005,1.5,Under,0.41,0.91,190,-210,1.9,6,2,BUF,8,4,1,1.5,Over,0,1,1.9,-1,0.41
OTT,BOS,0.594,-0.597,1.157,0.523,0.272,0.247,-1.083,0.122,0.381,0.428,0.453,0.432,0.454,0.434,0.336,0,0.178,0.385,-0.961,0.526,-0.031,0.079,0.948,1.232,0.717,0.638,0.612,0.391,0.609,0.65,0.553,0,OTTBOS20240319,1.5,-134,-1.5,114,6,BOS,1.5,-1.9900000000000002,BOS,6.984,-1.5,Over,1.14,0.91,104,-124,0.81,2,6,BOS,8,4,1,-1.5,Over,1,1,0.81,0.91,1.14
CBJ,DET,-0.305,-1.497,1.667,0.389,-0.198,0.129,-0.081,-0.081,0.407,0.323,0.362,0.353,0.31,0.369,0.432,0,-0.001,-0.897,-0.695,0.414,-0.168,0.421,0.104,0.553,0.551,0.53,0.423,0.385,0.322,0.213,0.237,0,CBJDET20240319,1.5,-167,-1.5,140,6.5,DET,1.5,-1.0099999999999993,DET,8.088000000000001,1.5,Over,0.6,0.91,130,-150,0.67,3,4,DET,7,1,1,1.5,Over,1,1,0.67,0.91,0.6
PIT,NJD,0.491,0.206,0.627,0.568,0.16,-0.028,0.199,-0.058,0.471,0.466,0.502,0.497,0.435,0.265,0.251,0,0.443,-0.347,-0.002,0.508,0.137,-0.162,-0.708,0.406,0.395,0.42,0.453,0.449,0.418,0.465,0.416,0,PITNJD20240319,1.5,-254,-1.5,205,6.5,NJD,1.5,0.08999999999999897,PIT,7.074999999999998,1.5,Over,0.39,0.91,195,-215,1.95,2,5,NJD,7,3,0,-1.5,Over,1,0,-1,0.91,-1
WPG,NYR,0.175,1.42,0.566,0.639,0.07,0.392,1.616,0.55,0.768,0.692,0.713,0.638,0.572,0.597,0.63,0,0.543,0.822,-1.274,0.584,-0.029,0.593,0.831,0.614,0.69,0.668,0.651,0.56,0.628,0.652,0.609,0,WPGNYR20240319,1.5,-249,-1.5,202,5.5,NYR,1.5,0.21999999999999975,WPG,4.476,1.5,Under,0.4,0.91,192,-212,1.92,4,2,WPG,6,2,1,1.5,Over,0,1,1.92,-1,0.4
TOR,PHI,1.266,0.107,-0.423,0.601,0.756,0.033,-0.23,-0.218,0.48,0.616,0.576,0.62,0.563,0.532,0.505,0,0.429,0.742,0.182,0.597,0.2,-0.211,-0.41,-0.143,0.365,0.493,0.493,0.359,0.291,0.354,0.358,0,TORPHI20240319,-1.5,182,1.5,-221,6.5,TOR,1.5,0.4299999999999997,TOR,6.846,1.5,Over,0.45,0.91,-172,152,0.58,3,4,PHI,7,1,0,1.5,Over,1,1,-1,0.91,0.45
CAR,NYI,1.132,1.865,-2.411,0.692,0.338,0.688,-0.399,0.2,0.54,0.689,0.71,0.839,0.843,0.86,0.816,0,-0.268,-0.98,1.267,0.425,0.673,0.543,0.46,-0.026,0.644,0.405,0.483,0.267,0.362,0.446,0.551,0,CARNYI20240319,-1.5,159,1.5,-192,6,CAR,1.5,1.8699999999999992,CAR,5.978999999999999,-1.5,Under,1.59,0.91,-149,129,0.67,4,1,CAR,5,3,1,-1.5,Under,1,1,0.67,0.91,1.59
COL,STL,1.514,0.387,-1.061,0.631,0.623,0.859,0.032,0.115,0.642,0.672,0.684,0.674,0.744,0.691,0.751,0,-0.857,-0.343,0.491,0.414,0.153,-0.125,0.809,0.06,0.549,0.457,0.465,0.613,0.612,0.511,0.539,0,COLSTL20240319,-1.5,117,1.5,-139,6.5,COL,1.5,1.79,COL,6.6129999999999995,-1.5,Over,1.17,0.91,-107,87,0.93,4,3,COL,7,1,1,1.5,Over,1,0,0.93,0.91,-1
SJS,NSH,-2.467,-2.536,1.193,0.124,-0.322,-0.596,-2.589,-0.44,-0.061,0.05,-0.014,0.19,0.303,0.235,0.199,0,0.373,0.18,0.249,0.549,0.454,0.383,0.193,-0.098,0.554,0.57,0.592,0.604,0.651,0.697,0.796,0,SJSNSH20240319,1.5,141,-1.5,-168,6,NSH,-1.5,-6.46,NSH,6.2620000000000005,-1.5,Over,0.6,0.91,-178,158,1.58,2,8,NSH,10,6,1,-1.5,Over,1,1,1.58,0.91,0.6
MTL,EDM,-1.11,-1.263,1.194,0.334,-0.111,-0.092,0.146,-0.292,0.392,0.306,0.328,0.43,0.411,0.437,0.438,0,1.467,0.789,-1.263,0.655,0.378,0.381,0.576,0.483,0.665,0.669,0.701,0.706,0.589,0.699,0.724,0,MTLEDM20240319,1.5,120,-1.5,-142,6.5,EDM,-1.5,-4.129999999999999,EDM,6.831,-1.5,Over,0.7,0.91,-152,132,1.32,2,3,EDM,5,1,1,1.5,Under,0,0,1.32,-1,-1
BUF,VAN,-0.012,0.603,0.77,0.563,-0.3,0.356,-0.028,0.343,0.483,0.511,0.558,0.582,0.669,0.603,0.641,1,0.11,0.914,-0.104,0.58,0.625,0.742,-0.401,0.496,0.621,0.7,0.623,0.608,0.661,0.599,0.532,0,BUFVAN20240319,1.5,-148,-1.5,123,6,VAN,1.5,-1.0500000000000007,VAN,4.581000000000001,1.5,Under,0.68,0.91,113,-133,0.75,2,3,VAN,5,1,1,1.5,Under,1,1,0.75,0.91,0.68
TBL,VEG,0.232,-0.189,-1.487,0.474,0.332,0.108,-0.689,0.705,0.494,0.571,0.52,0.916,0.759,0.652,0.656,0,0.348,0.071,-0.187,0.53,0.352,0.387,0.532,0.116,0.611,0.553,0.549,0.477,0.498,0.37,0.425,0,TBLVEG20240319,1.5,-211,-1.5,174,6.5,VEG,1.5,-0.6900000000000004,VEG,6.698,1.5,Over,0.47,0.91,164,-184,0.54,5,3,TBL,8,2,0,1.5,Over,1,1,-1,0.91,0.47
MIN,ANA,-0.101,-0.045,0.401,0.496,-0.398,-0.09,-0.251,0.968,0.465,0.483,0.489,0.539,0.55,0.593,0.463,0,-1.635,-1.547,1.546,0.276,-0.072,-0.507,-0.617,-0.334,0.244,0.215,0.182,0.215,0.038,0.094,0.156,0,MINANA20240319,-1.5,118,1.5,-140,5.5,MIN,1.5,2.6699999999999995,MIN,5.856,-1.5,Over,1.18,0.91,-108,88,0.93,4,0,MIN,4,4,1,-1.5,Under,0,1,0.93,-1,1.18
CHI,LAK,-2.112,-1.291,1.115,0.25,0.109,-0.624,-0.527,-0.581,0.232,0.144,0.202,0.466,0.46,0.452,0.327,0,0.551,1.242,-1.264,0.618,-0.049,0.115,1.089,0.324,0.623,0.601,0.627,0.408,0.454,0.475,0.571,0,CHILAK20240319,1.5,120,-1.5,-142,5.5,LAK,-1.5,-4.6499999999999995,LAK,4.4879999999999995,-1.5,Under,0.7,0.91,-152,132,1.32,2,6,LAK,8,4,1,-1.5,Over,0,1,1.32,-1,0.7
TOR,WSH,1.232,0.096,-0.479,0.597,0.765,0.015,-0.246,-0.12,0.491,0.609,0.569,0.604,0.52,0.492,0.474,1,-1.416,0.012,0.097,0.39,0.003,-0.337,0.053,0.017,0.411,0.401,0.401,0.66,0.486,0.625,0.519,0,TORWSH20240320,-1.5,171,1.5,-207,6,TOR,1.5,1.2799999999999994,TOR,5.708,1.5,Under,0.48,0.91,-161,141,0.62,7,3,TOR,10,4,1,-1.5,Over,0,0,0.62,-1,-1
ARI,DAL,-0.984,-0.653,-0.044,0.368,0.026,0.107,0.14,0.238,0.503,0.407,0.402,0.581,0.524,0.403,0.453,0,0.991,0.386,-0.572,0.599,0.174,0.69,-0.298,1.054,0.635,0.662,0.633,0.479,0.6,0.589,0.565,0,ARIDAL20240320,1.5,-109,-1.5,-111,6.5,DAL,1.5,-2.7099999999999995,DAL,6.273999999999999,-1.5,Under,0.9,0.91,-121,101,1.01,2,5,DAL,7,3,1,-1.5,Over,0,1,1.01,-1,0.9
MIN,LAK,-0.076,0.037,0.34,0.504,-0.434,-0.414,-0.133,0.99,0.443,0.494,0.494,0.567,0.606,0.61,0.502,1,0.576,1.256,-1.262,0.621,0.061,0.133,1.076,0.347,0.635,0.605,0.642,0.566,0.542,0.515,0.611,1,MINLAK20240320,1.5,-202,-1.5,167,5.5,LAK,1.5,-1.8800000000000008,LAK,5.207,-1.5,Under,1.67,0.91,157,-177,0.56,0,6,LAK,6,6,1,-1.5,Over,0,1,0.56,-1,1.67
NYR,BOS,0.541,0.799,-1.25,0.582,-0.027,0.263,0.803,0.587,0.631,0.656,0.625,0.642,0.551,0.63,0.6,0,0.211,0.396,-0.979,0.529,-0.029,0.122,0.967,1.635,0.756,0.648,0.634,0.689,0.614,0.642,0.605,0,NYRBOS20240321,1.5,-206,-1.5,171,5.5,BOS,1.5,-0.4900000000000002,BOS,5.557,1.5,Over,0.49,0.91,161,-181,0.55,5,2,NYR,7,3,0,1.5,Over,1,1,-1,0.91,0.49
STL,OTT,-0.828,-0.365,0.566,0.416,0.153,-0.132,0.779,0.052,0.541,0.457,0.464,0.548,0.659,0.53,0.525,0,0.553,-0.62,1.153,0.518,0.107,0.225,-1.155,0.107,0.358,0.416,0.437,0.324,0.415,0.395,0.332,0,STLOTT20240321,1.5,-218,-1.5,178,6.5,OTT,1.5,-0.1299999999999999,OTT,6.71,1.5,Over,0.46,0.91,168,-188,0.53,5,2,STL,7,3,0,1.5,Over,1,1,-1,0.91,0.46
NYI,DET,-0.305,-0.98,1.323,0.424,0.64,0.491,0.47,-0.038,0.624,0.402,0.467,0.345,0.275,0.386,0.496,0,0.002,-0.877,-0.611,0.418,-0.158,0.441,0.14,0.573,0.558,0.531,0.436,0.552,0.38,0.294,0.215,0,NYIDET20240321,-1.5,207,1.5,-258,6.5,NYI,1.5,-0.09000000000000075,DET,7.554,1.5,Over,0.39,0.91,-197,177,1.77,3,6,DET,9,3,1,1.5,Over,1,1,1.77,0.91,0.39
WPG,NJD,0.17,1.363,0.56,0.634,0.087,0.427,1.639,0.539,0.756,0.694,0.714,0.796,0.699,0.64,0.668,0,0.498,-0.335,-0.169,0.51,0.159,-0.142,-0.632,0.45,0.423,0.436,0.473,0.436,0.514,0.535,0.445,0,WPGNJD20240321,-1.5,194,1.5,-242,6,WPG,1.5,2.01,WPG,5.640000000000001,-1.5,Under,1.94,0.91,-184,164,0.54,1,4,NJD,5,3,0,1.5,Under,1,0,-1,0.91,-1
PHI,CAR,0.422,0.725,0.233,0.596,0.155,-0.185,-0.371,-0.149,0.378,0.498,0.5,0.419,0.297,0.344,0.392,0,1.127,1.855,-2.43,0.69,0.379,0.702,-0.296,0.169,0.553,0.69,0.704,0.777,0.772,0.837,0.79,0,PHICAR20240321,1.5,-122,-1.5,102,6,CAR,1.5,-2.4399999999999995,CAR,4.968999999999999,-1.5,Under,1.02,0.91,92,-112,0.89,2,3,CAR,5,1,1,1.5,Under,1,0,0.89,0.91,-1
NSH,FLA,0.498,0.239,0.247,0.564,0.48,0.483,0.207,-0.046,0.573,0.572,0.601,0.71,0.627,0.619,0.756,0,1.114,1.709,-0.976,0.706,0.339,0.215,1.185,-0.001,0.644,0.723,0.708,0.404,0.497,0.57,0.613,0,NSHFLA20240321,1.5,-163,-1.5,138,6,FLA,1.5,-1.4700000000000006,FLA,5.664000000000001,1.5,Under,0.61,0.91,128,-148,0.68,3,0,NSH,3,3,0,1.5,Under,1,1,-1,0.91,0.61
BUF,EDM,-0.083,0.579,0.807,0.556,-0.313,0.357,0.04,0.318,0.489,0.508,0.547,0.486,0.619,0.591,0.593,0,1.422,0.812,-1.272,0.653,0.38,0.378,0.594,0.454,0.652,0.666,0.684,0.62,0.645,0.597,0.664,0,BUFEDM20240321,1.5,-132,-1.5,110,6,EDM,1.5,-1.7700000000000005,EDM,5.9479999999999995,-1.5,Under,1.1,0.91,100,-120,0.83,3,8,EDM,11,5,1,-1.5,Over,0,1,0.83,-1,1.1
MTL,VAN,-1.121,-1.224,1.195,0.336,-0.104,-0.08,0.167,-0.308,0.404,0.311,0.337,0.369,0.438,0.441,0.44,0,0.113,0.962,-0.173,0.583,0.624,0.718,-0.402,0.475,0.607,0.697,0.621,0.48,0.649,0.651,0.576,0,MTLVAN20240321,1.5,-105,-1.5,-115,6.5,VAN,1.5,-3.2399999999999998,VAN,5.254000000000001,-1.5,Under,0.87,0.91,-125,105,1.05,1,4,VAN,5,3,1,-1.5,Under,1,1,1.05,0.91,0.87
CHI,ANA,-2.097,-1.288,1.114,0.251,0.149,-0.617,-0.604,-0.576,0.25,0.148,0.212,0.325,0.476,0.459,0.313,0,-1.666,-1.522,1.54,0.276,0.018,-0.539,-0.6,-0.357,0.269,0.212,0.191,0.18,0.092,0.033,0.128,0,CHIANA20240321,1.5,-248,-1.5,202,6,ANA,1.5,-0.18999999999999995,ANA,5.047,1.5,Under,0.4,0.91,192,-212,0.47,0,4,ANA,4,4,1,-1.5,Under,1,0,0.47,0.91,-1
SEA,VEG,-0.968,0.441,-0.041,0.457,0.079,-0.27,0.544,-0.169,0.463,0.447,0.435,0.282,0.286,0.385,0.431,0,0.315,0.07,-0.106,0.529,0.342,0.406,0.457,0.106,0.595,0.543,0.541,0.417,0.49,0.409,0.41,0,SEAVEG20240321,1.5,-159,-1.5,133,6,VEG,1.5,-1.4600000000000004,VEG,4.836,1.5,Under,0.63,0.91,123,-143,0.7,1,3,VEG,4,2,1,-1.5,Under,1,0,0.7,0.91,-1
TBL,SJS,0.224,-0.16,-1.51,0.475,0.362,0.111,-0.654,0.603,0.491,0.577,0.523,0.762,0.775,0.72,0.688,0,-2.456,-2.601,1.148,0.118,-0.316,-0.599,-3.298,-0.45,-0.102,0.05,-0.031,0.138,0.186,0.175,0.193,0,TBLSJS20240321,-1.5,-146,1.5,122,6.5,TBL,-1.5,5.14,TBL,6.529,-1.5,Over,0.68,0.91,156,-176,1.56,4,1,TBL,5,3,1,-1.5,Under,0,1,1.56,-1,0.68
CAR,WSH,1.108,1.87,-2.403,0.69,0.374,0.708,-0.266,0.367,0.582,0.69,0.715,0.771,0.802,0.822,0.792,1,-1.405,-0.075,0.031,0.382,0.151,-0.345,-0.113,0.025,0.381,0.393,0.377,0.539,0.467,0.465,0.558,0,CARWSH20240322,-1.5,127,1.5,-152,6,CAR,1.5,2.979999999999999,CAR,3.9079999999999995,-1.5,Under,1.27,0.91,-117,97,0.85,6,7,WSH,13,1,0,1.5,Over,0,0,-1,-1,-1
PIT,DAL,0.474,0.127,0.781,0.564,0.129,0.136,0.153,-0.066,0.467,0.455,0.5,0.42,0.433,0.343,0.259,0,1.014,0.424,-0.459,0.606,0.271,0.68,-0.443,1.071,0.636,0.666,0.645,0.568,0.597,0.624,0.615,0,PITDAL20240322,1.5,-147,-1.5,124,6.5,DAL,1.5,-1.8500000000000005,DAL,6.937,-1.5,Over,1.24,0.91,114,-134,0.75,2,4,DAL,6,2,1,-1.5,Under,0,1,0.75,-1,1.24
CBJ,COL,-0.283,-1.484,1.52,0.389,-0.194,-0.111,-0.122,-0.029,0.356,0.327,0.349,0.374,0.309,0.376,0.442,0,1.487,0.374,-1.105,0.627,0.61,0.851,0.049,0.13,0.644,0.668,0.678,0.606,0.661,0.744,0.747,0,CBJCOL20240322,1.5,131,-1.5,-156,6.5,COL,-1.5,-3.6900000000000004,COL,8.314,-1.5,Over,0.64,0.91,-166,146,1.46,1,6,COL,7,5,1,-1.5,Over,1,1,1.46,0.91,0.64
SEA,ARI,-1.012,0.414,-0.066,0.451,0.057,-0.286,0.587,-0.188,0.442,0.442,0.419,0.264,0.293,0.317,0.404,1,-0.99,-0.711,-0.094,0.362,0.058,0.051,0.071,0.211,0.473,0.4,0.385,0.603,0.41,0.435,0.449,0,SEAARI20240322,1.5,-277,-1.5,223,5.5,ARI,1.5,-0.0600000000000005,ARI,4.295,1.5,Under,0.36,0.91,213,-233,0.43,1,2,ARI,3,1,1,1.5,Under,1,1,0.43,0.91,0.36
WPG,NYI,0.086,1.295,0.817,0.627,0.071,0.371,1.634,0.522,0.775,0.678,0.701,0.6,0.59,0.551,0.605,0,-0.271,-1.02,1.242,0.422,0.643,0.455,0.372,-0.018,0.618,0.391,0.453,0.277,0.24,0.311,0.444,0,WPGNYI20240323,-1.5,185,1.5,-227,5.5,WPG,1.5,2.079999999999999,WPG,5.540000000000001,-1.5,Over,1.85,0.91,-175,155,0.57,3,6,NYI,9,3,0,1.5,Over,1,0,-1,0.91,-1
